Station_Name,STATION_ID,Lat,Long,error_in_m,datum_period,station_datum,navd88,mhhw,mhw,mtl,msl,dtl,mlw,mllw,gt,mn
BUSH POINT WHIDBEY ISLAND,9447854,48.0333,-122.607,0.02,03/01/1977 - 03/31/1977,NA,NA,2.709,2.471,1.577,1.569,1.284,0.683,-0.141,2.851,1.788
"SALISBURY POINT, MERRIMACK RIVER",8440273,42.8383,-70.9083,0.0201,07/01/1989 - 09/30/1989,NA,NA,3.624,3.486,2.322,2.326,2.362,1.157,1.099,2.525,2.329
FIRE ISLAND COAST GUARD STATION,8515186,40.6267,-73.26,0.0201,10/01/2013 - 12/31/2013,NA,NA,2.707,2.65,2.362,2.368,2.369,2.075,2.032,0.675,0.575
"CROSS BAYOU, NEW PORT RICHEY",8726996,28.2467,-82.735,0.0201,03/01/1976 - 03/31/1976,NA,NA,1.477,1.354,0.988,1.003,0.965,0.622,0.453,1.024,0.732
"LAKE JUDGE PEREZ, HERMITAGE BAYO",8761602,29.5583,-89.8833,0.0201,11/01/1985 - 09/30/1986,NA,NA,0.988,0.99,0.927,0.928,0.925,0.863,0.861,0.127,0.127
ARLETTA,9446491,47.28,-122.652,0.0202,03/01/1978 - 03/31/1978,NA,NA,4.509,4.234,2.793,2.77,2.481,1.352,0.454,4.055,2.883
"WINTERPORT, PENOBSCOT RIVER",8414781,44.6367,-68.8417,0.0203,08/01/1984 - 09/30/1984,NA,NA,4.448,4.309,2.517,2.508,2.534,0.725,0.62,3.829,3.583
"PATCHOGUE, PATCHOGUE RIVER",8514322,40.75,-73,0.0204,10/01/1989 - 09/30/1990,NA,NA,1.608,1.56,1.391,1.39,1.399,1.221,1.19,0.418,0.339
HOLLYWOOD BEACH,8722979,26.04,-80.115,0.0204,08/01/1973 - 08/31/1973,NA,NA,1.296,1.265,0.955,0.953,0.947,0.645,0.598,0.699,0.62
BEAVER,9439135,46.1817,-123.18,0.0204,08/01/1981 - 11/30/1981,NA,NA,1.926,1.754,1.044,0.989,1.063,0.334,0.199,1.728,1.42
"Fort Eustis (MARAD), James River",8638017,37.138222,-76.62275,0.0205,08/01/2010 - 09/30/2010,NA,NA,8.503,8.449,8.115,8.124,8.119,7.781,7.734,0.769,0.667
"BIG HAMMOCK PT, CHOCTAWHATCHEE BAY",8729435,30.465,-86.3517,0.0205,05/01/1992 - 03/31/1993,NA,NA,0.858,0.858,0.785,0.781,0.784,0.711,0.71,0.148,0.147
GREEN POINT,9446451,47.3017,-122.682,0.0205,03/01/1978 - 03/31/1978,NA,NA,4.615,4.335,2.875,2.864,2.562,1.415,0.51,4.105,2.92
MONUMENT BEACH T-8,8447355,41.715,-70.6167,0.0206,08/01/1977 - 08/31/1977,NA,NA,2.202,2.115,1.51,1.432,1.526,0.905,0.85,1.351,1.209
"DAYMARK #185, ROCKDEDUNDY R ENT",8675761,31.373861,-81.333944,0.0206,02/01/2012 - 04/30/2012,NA,NA,3.384,3.272,2.216,2.263,2.238,1.159,1.093,2.291,2.113
"PRISONERS POINT, SAN JOAQUIN RIVER",9415149,38.0617,-121.555,0.0206,08/01/1979 - 11/30/1979,NA,NA,4.231,4.096,3.683,3.674,3.673,3.269,3.115,1.115,0.827
"ST. HELENS, COLUMBIA RIVER",9439201,45.865,-122.797,0.0206,08/01/2002 - 11/30/2002; 07/01/2003 - 11/30/2003; 07/01/2004 - 11/30/2004; 08/01/2005 - 10/31/2005; 08/01/2006 - 10/31/2006; 08/01/2007 - 11/30/2007; 08/01/2008 - 10/31/2008; 08/01/2009 - 10/31/2009; 08/01/2010 - 10/31/2010; 09/01/2011 - 12/31/2011,NA,NA,1.611,1.463,1.079,1.078,1.118,0.694,0.626,0.985,0.769
INDIAN KEY,8724932,25.81,-81.465,0.0208,06/01/1978 - 07/31/1978,NA,NA,1.179,1.1,0.602,0.615,0.541,0.103,-0.097,1.278,0.997
"FENWICK ISLAND, SOUTH EDISTO RIVER",8667309,32.56,-80.4183,0.0209,06/01/1979 - 08/31/1979,NA,NA,3.215,3.11,2.166,2.252,2.185,1.222,1.155,2.061,1.888
"DAYMARK #156, HEAD OF MUD RIVER",8674975,31.4867,-81.32,0.0209,02/01/2012 - 04/30/2012,NA,NA,2.642,2.525,1.382,1.452,1.407,0.239,0.171,2.472,2.286
"SESUIT HARBOR, EAST DENNIS",8447241,41.7517,-70.155,0.021,05/01/1993 - 07/31/1993,NA,NA,3.908,3.769,2.286,2.311,2.313,0.802,0.718,3.189,2.967
"MARTELLO CASTLE, LAKE BORGNE",8761529,29.945,-89.835,0.021,01/01/2007 - 05/31/2007,NA,NA,19.695,19.658,19.474,19.483,19.486,19.291,19.276,0.419,0.366
"SAGAMORE, CAPE COD CANAL (STA. 115)",8447173,41.775,-70.535,0.0211,07/01/2001 - 09/30/2001,NA,NA,2.806,2.687,1.483,1.533,1.497,0.28,0.188,2.618,2.407
GREEN ISLAND DRAWBRIDGE,8516155,40.6233,-73.5017,0.0211,01/01/2014 - 02/28/2014,NA,NA,19.087,19.012,18.539,18.551,18.551,18.065,18.014,1.072,0.948
CASINO CREEK,8663461,33.1083,-79.3933,0.0211,06/01/1978 - 08/31/1978,NA,NA,2.735,2.628,1.934,1.943,1.965,1.241,1.195,1.541,1.387
"SHELL ISLAND, CRYSTAL RIVER",8727359,28.9233,-82.6917,0.0211,09/01/1978 - 11/30/1978,NA,NA,1.265,1.173,0.813,0.802,0.803,0.454,0.341,0.925,0.718
"BATH, KENNEBEC RIVER",8417227,43.925,-69.815,0.0212,07/21/2005 - 08/27/2005,NA,NA,6.92,6.815,5.773,5.79,5.789,4.73,4.658,2.261,2.085
"WEEKAPAUG POINT, BLOCK ISLAND SOUND",8458022,41.3283,-71.7617,0.0212,10/01/1997 - 10/31/1997,NA,NA,1.074,1.008,0.623,0.616,0.636,0.238,0.198,0.876,0.771
"NEW MILFORD, HACKENSACK RIVER",8530186,40.935,-74.03,0.0212,11/01/1976 - 11/30/1976,NA,NA,4.866,4.782,4.057,4.087,4.089,3.332,3.312,1.554,1.45
"MANNS HARBOR, CROATAN SOUND",8652247,35.9033,-75.77,0.0212,06/01/2002 - 09/30/2002,NA,NA,0.959,0.951,0.904,0.901,0.897,0.857,0.835,0.123,0.095
CARYSFORT REEF LIGHTHOUSE,8723583,25.2217,-80.2117,0.0212,07/01/1975 - 07/31/1975,NA,NA,1.81,1.788,1.439,1.438,1.422,1.09,1.034,0.776,0.698
"BANGOR, PENOBSCOT RIVER",8414612,44.785,-68.7667,0.0213,09/01/2004 - 11/30/2004,NA,NA,2.012,1.85,-0.192,-0.188,-0.161,-2.235,-2.335,4.347,4.085
PORPOISE KEY,8724196,24.7183,-81.3517,0.0213,08/01/1974 - 08/31/1974,NA,NA,0.899,0.823,0.693,0.704,0.695,0.563,0.491,0.408,0.261
"GRAY GABLES, BUZZARDS BAY",8447295,41.735,-70.6233,0.0214,08/01/2000 - 09/30/2000,NA,NA,4.132,4.037,3.486,3.419,3.507,2.934,2.882,1.25,1.103
TARPON CREEK (OUTSIDE),8724327,24.6283,-81.51,0.0214,05/01/1974 - 05/31/1974,NA,NA,1.153,1.071,0.888,0.888,0.907,0.705,0.661,0.492,0.367
"E. ISLE DERNIERES, LAKE PELTO",8762888,29.0717,-90.64,0.0214,03/01/1987 - 02/29/1988,NA,NA,1.27,1.261,1.074,1.083,1.071,0.886,0.871,0.399,0.375
GALVESTON RAILROAD BRIDGE,8771486,29.302583,-94.897083,0.0214,10/01/2012 - 01/31/2013,NA,NA,6.337,6.315,6.166,6.179,NA,6.016,5.96,NA,NA
"EAST MATAGORDA, TX",8773146,28.71,-95.913889,0.0214,07/01/2016 - 08/31/2016,NA,NA,9.548,9.547,9.487,9.494,9.487,9.427,9.425,0.124,0.12
LITTLE TORCH KEY,8724224,24.665,-81.3867,0.0215,12/01/1974 - 12/31/1974,NA,NA,1.011,0.94,0.793,0.792,0.818,0.646,0.625,0.386,0.294
BLACKWATER RIVER ENTRANCE,8724975,25.9317,-81.5967,0.0215,03/01/1978 - 04/30/1978,NA,NA,1.648,1.561,1.18,1.16,1.156,0.798,0.663,0.986,0.763
"ROCKY POINT, MULTNOMAH CHANNEL",9439189,45.6967,-122.868,0.0215,08/01/2004 - 10/31/2004; 08/01/2005 - 10/31/2005; 08/01/2006 - 10/31/2006,NA,NA,1.571,1.399,1.014,0.994,1.066,0.63,0.56,1.011,0.769
"TURNER BAY, SIMILK BAY",9448657,48.445,-122.555,0.0215,06/01/2000 - 07/31/2000,NA,NA,4.007,3.743,2.68,2.667,2.431,1.616,0.855,3.151,2.126
Core Sound,8656201,34.79675,-76.455472,0.0216,04/01/2012 - 07/31/2012,NA,NA,9.115,9.069,8.904,8.903,8.913,8.738,8.71,0.405,0.33
NORTH CAPTIVA ISLAND,8725488,26.605,-82.2183,0.0216,07/01/1989 - 08/31/1989,NA,NA,0.968,0.907,0.672,0.672,0.661,0.436,0.353,0.615,0.47
"TANGIER ISLAND, CHESAPEAKE BAY",8633532,37.8283,-75.9933,0.0217,04/01/2005 - 05/31/2005,NA,NA,1.365,1.316,1.087,1.089,1.097,0.857,0.829,0.535,0.459
"PLEASANT HILL LANDING, SANTEE RIVER",8662670,33.245,-79.5217,0.0217,05/01/1977 - 07/31/1977,NA,NA,4.98,4.92,4.569,4.565,4.578,4.218,4.175,0.805,0.702
SHARK KEY,8724438,24.6033,-81.645,0.0217,03/01/1974 - 05/31/1974,NA,NA,0.723,0.655,0.552,0.571,0.57,0.448,0.416,0.307,0.207
PITHLACHASCOTEE RIVER,8727012,28.2683,-82.7267,0.0218,06/01/1977 - 06/30/1977,NA,NA,1.506,1.407,1.047,1.037,1.021,0.687,0.536,0.97,0.72
ALLYN,9446281,47.3833,-122.823,0.0218,02/01/1978 - 03/31/1978,NA,NA,5.389,5.105,3.545,3.547,3.222,1.984,1.055,4.334,3.121
"VANCOUVER, COLUMBIA RIVER",9440083,45.6317,-122.697,0.0219,08/01/2002 - 11/30/2002; 07/01/2003 - 11/30/2003; 08/01/2004 - 11/30/2004; 08/01/2005 - 10/31/2005; 08/01/2006 - 10/31/2006; 08/01/2007 - 11/30/2007; 08/01/2008 - 10/31/2008; 08/01/2009 - 10/31/2009; 08/01/2010 - 10/31/2010; 09/01/2011 - 12/31/2011,NA,NA,1.516,1.352,0.981,0.954,1.03,0.61,0.544,0.972,0.741
LITTLE PINE KEY SOUTH,8724154,24.7133,-81.3033,0.022,08/01/1974 - 08/31/1974,NA,NA,1.148,1.065,0.965,0.991,0.979,0.865,0.81,0.338,0.201
"WEST LAKE, NORTH END",8722977,26.0433,-80.1267,0.0221,08/01/1973 - 08/31/1973,NA,NA,0.819,0.797,0.507,0.511,0.496,0.217,0.173,0.647,0.581
JOHNSON KEYS SOUTH,8724153,24.7433,-81.3,0.0221,08/01/1974 - 08/31/1974,NA,NA,1.324,1.256,1.126,1.131,1.125,0.996,0.926,0.398,0.261
WADING RIVER,8534043,39.6183,-74.4967,0.0222,06/01/1977 - 11/30/1977,NA,NA,2.065,1.99,1.536,1.588,1.55,1.082,1.035,1.03,0.908
LONG KEY CHANNEL WEST,8723906,24.7917,-80.8833,0.0222,02/01/1975 - 02/28/1975,NA,NA,0.716,0.66,0.486,0.522,0.493,0.312,0.27,0.445,0.348
OCEAN SPRINGS,8743281,30.3917,-88.7983,0.0222,06/01/2005 - 07/31/2005,NA,NA,9.726,9.701,9.473,9.464,9.463,9.244,9.2,0.526,0.456
"HILLSBORO, TUCKAHOE CREEK",8572669,38.9167,-75.945,0.0223,05/01/2005 - 08/31/2005,NA,NA,8.52,8.468,8.119,8.16,8.117,7.77,7.713,0.807,0.699
"KINGSMILL, JAMES RIVER",8638424,37.22,-76.6633,0.0223,07/01/2003 - 08/31/2003,NA,NA,3.436,3.371,3.027,3.028,3.036,2.683,2.635,0.801,0.688
"BALD HEAD ISLAND, CAPE FEAR RIVER",8658901,33.88,-78.0017,0.0223,11/01/1974 - 11/30/1974,NA,NA,2.494,2.383,1.699,1.743,1.729,1.015,0.964,1.53,1.368
BALLOW,9446583,47.2467,-122.862,0.0223,03/01/1978 - 03/31/1978,NA,NA,3.515,3.228,1.705,1.697,1.389,0.182,-0.735,4.251,3.046
"JOHNS ISLAND, CHASSAHOWITZKA BAY",8727235,28.6917,-82.6383,0.0224,07/01/1978 - 11/30/1978,NA,NA,1.256,1.154,0.88,0.866,0.895,0.607,0.533,0.723,0.547
"MOWRY SLOUGH, SAN FRANCISCO BAY",9414519,37.4933,-122.042,0.0225,12/01/1984 - 12/31/1984,NA,NA,3.405,3.216,2.169,2.192,2.088,1.123,0.772,2.633,2.093
"LA CONNER, SWINOMISH SLOUGH",9448558,48.3917,-122.497,0.0225,12/01/1972 - 01/31/1973,NA,NA,4.526,4.246,3.22,3.189,2.949,2.194,1.372,3.155,2.052
"MERRIMACPORT, MERRIMACK RIVER",8440369,42.825,-70.9883,0.0226,09/01/1989 - 09/30/1989,NA,NA,2.477,2.344,1.27,1.284,1.31,0.196,0.143,2.334,2.148
POINT BROWN,9441156,46.95,-124.128,0.0227,06/01/1982 - 06/30/1982,NA,NA,4.514,4.289,3.165,3.184,3.051,2.041,1.589,2.925,2.248
"PULPIT HARBOR, PENOBSCOT BAY",8414888,44.1567,-68.8867,0.0228,07/01/1983 - 08/31/1983,NA,NA,3.982,3.851,2.351,2.373,2.36,0.85,0.737,3.245,3.001
"SAXIS, STARLING CREEK",8633777,37.9217,-75.7283,0.0228,08/01/1988 - 11/30/1988,NA,NA,1.901,1.851,1.51,1.508,1.514,1.169,1.127,0.774,0.682
BEAVER DAM CREEK,8532715,40.0617,-74.0617,0.0229,05/01/1976 - 04/30/1977,NA,NA,3.03,2.973,2.928,2.948,2.946,2.882,2.862,0.168,0.091
"AUBURN, OLDMANS CREEK",8538274,39.715,-75.36,0.0229,10/01/1977 - 10/31/1977,NA,NA,1.858,1.799,1.382,1.483,1.369,0.965,0.88,0.978,0.834
ALLIGATOR REEF LIGHTHOUSE,8723861,24.85,-80.6183,0.0229,05/01/1971 - 11/30/1971,NA,NA,1.473,1.43,1.142,1.146,1.134,0.854,0.794,0.679,0.576
"WATER KEY, BIG SPANISH CHANNEL",8724189,24.74,-81.3417,0.0229,08/01/1974 - 08/31/1974,NA,NA,1.103,1.031,0.882,0.881,0.881,0.733,0.659,0.443,0.298
CHANNEL KEY,8724507,24.6033,-81.725,0.023,01/01/1974 - 04/30/1974,NA,NA,1.424,1.332,1.197,1.197,1.219,1.062,1.013,0.411,0.27
"HENDRY CREEK, ESTERO BAY",8725377,26.47,-81.8767,0.023,06/01/1973 - 06/30/1973,NA,NA,1.434,1.343,1.114,1.116,1.12,0.885,0.806,0.628,0.459
"BOURNEDALE, CAPE COD CANAL (STA. 200)",8447191,41.77,-70.5617,0.0231,07/01/2001 - 09/30/2001,NA,NA,2.702,2.591,1.649,1.693,1.662,0.706,0.623,2.079,1.885
BIRD KEY,8724436,24.5883,-81.6383,0.0231,04/01/1974 - 05/31/1974,NA,NA,1.435,1.366,1.245,1.248,1.266,1.125,1.097,0.338,0.241
TURTLE BAY,8725649,26.7967,-82.1833,0.0231,09/01/1977 - 01/31/1978,NA,NA,1.415,1.359,1.204,1.205,1.178,1.05,0.941,0.474,0.31
"SNEEOOSH POINT, SKAGIT BAY",9448576,48.4,-122.548,0.0231,06/01/2000 - 07/31/2000,NA,NA,4.44,4.179,3.016,3.017,2.756,1.852,1.071,3.369,2.327
SUGARLOAF KEY EAST SIDE,8724347,24.6717,-81.5333,0.0232,05/01/1974 - 05/31/1974,NA,NA,1.336,1.253,1.043,1.039,1.059,0.833,0.782,0.554,0.42
"ST. GEORGE ISLAND, BAYSIDE",8728626,29.6533,-84.8967,0.0232,02/01/1973 - 03/31/1973,NA,NA,1.122,1.066,0.84,0.841,0.791,0.614,0.46,0.663,0.451
"MACKAY RIVER, ICWW, BUTTERMILK SOUND",8676329,31.285,-81.385,0.0233,05/01/1980 - 05/31/1980,NA,NA,3.198,3.101,2.054,2.133,2.066,1.007,0.934,2.264,2.093
"SANDS KEY, ELLIOTT KEY",8723372,25.5067,-80.1883,0.0233,07/01/1974 - 07/31/1974,NA,NA,1.407,1.387,1.165,1.153,1.158,0.943,0.909,0.498,0.444
ADAMS KEY,8723453,25.3967,-80.2333,0.0233,08/01/1987 - 08/31/1987,NA,NA,1.472,1.471,1.245,1.252,1.221,1.019,0.97,0.502,0.453
COCOANUT KEY,8724098,24.745,-81.2367,0.0233,06/01/1974 - 06/30/1974,NA,NA,0.985,0.927,0.821,0.814,0.805,0.715,0.625,0.361,0.213
"MANTEO, SHALLOWBAG BAY",8652232,35.91,-75.67,0.0234,04/01/1994 - 07/31/1994,NA,NA,0.969,0.953,0.907,0.887,0.898,0.861,0.827,0.142,0.092
"GARDEN KEY, DRY TORTUGAS",8724697,24.6267,-82.8717,0.0234,03/01/1974 - 04/30/1974,NA,NA,1.027,0.93,0.759,0.759,0.76,0.588,0.493,0.534,0.342
"MEAHER STATE PARK, DUCKER BAY",8733839,30.667167,-87.936444,0.0235,12/01/2010 - 01/31/2011,NA,NA,9.493,9.492,9.266,9.265,9.259,9.04,9.024,0.469,0.452
RAPPAHANNOCK BEND,8635257,38.2133,-77.2433,0.0236,04/01/2008 - 01/31/2009,NA,NA,6.824,6.775,6.451,6.478,6.454,6.128,6.084,0.739,0.647
Ocracoke Island,8654572,35.171333,-75.817444,0.0236,05/01/2012 - 07/31/2012,NA,NA,9.667,9.644,9.59,9.593,9.594,9.535,9.522,0.145,0.109
SUNSET BEACH BRIDGE,8659898,33.8817,-78.51,0.0236,12/01/1974 - 05/31/1975,NA,NA,2.036,1.917,1.197,1.213,1.232,0.478,0.428,1.608,1.439
EAST BAHIA HONDA KEY,8724094,24.775,-81.2267,0.0236,06/01/1974 - 06/30/1974,NA,NA,0.894,0.834,0.699,0.68,0.683,0.564,0.472,0.422,0.27
"DISMAL KEY, PUMPKIN BAY",8724963,25.895,-81.5583,0.0236,03/01/1978 - 05/31/1978,NA,NA,1.64,1.55,1.11,1.113,1.065,0.671,0.49,1.149,0.879
"PUMPKIN KEY, CARD SOUND",8723506,25.325,-80.2933,0.0237,08/01/1987 - 09/30/1987,NA,NA,1.311,1.309,1.21,1.194,1.197,1.111,1.083,0.229,0.199
"BIG PINE KEY, NORTH EAST SHORE",8724226,24.7283,-81.3867,0.0237,10/01/1974 - 10/31/1974,NA,NA,1.412,1.357,1.195,1.195,1.183,1.033,0.954,0.458,0.324
"THREE MILE SLOUGH,SAN JOAQUIN R.",9415193,38.0867,-121.685,0.0237,07/15/1992 - 09/14/1992,NA,NA,4.504,4.36,3.991,3.998,3.983,3.621,3.462,1.042,0.739
"SHELL CREEK, SEABOARD RR",8725782,26.9783,-81.975,0.0238,02/01/1978 - 02/28/1978,NA,NA,1.485,1.399,1.196,1.194,1.173,0.993,0.861,0.624,0.406
"JEKYLL ISLAND MARINA, JEKYLL CREEK",8677832,31.0567,-81.4233,0.0239,05/26/1980 - 06/26/1980,NA,NA,3.456,3.351,2.311,2.346,2.331,1.271,1.205,2.252,2.08
"LAKEVILLE, PETALUMA RIVER",9415423,38.1983,-122.547,0.0239,04/01/2014 - 06/30/2014,NA,NA,2.64,2.49,1.73,1.748,1.669,0.97,0.699,1.941,1.521
"SKAGGS ISLAND, HUDEMAN SLOUGH",9415438,38.205,-122.373,0.0239,01/01/1986 - 02/28/1986,NA,NA,2.799,2.633,1.922,1.929,1.882,1.211,0.964,1.835,1.422
"ROCKY HILL,CONNECTICUT RIVER",8464255,41.6633,-72.63,0.0243,06/01/1987 - 09/30/1987,NA,NA,2.963,2.885,2.599,2.609,2.619,2.312,2.274,0.688,0.573
"CITY POINT, HOPEWELL",8638481,37.3133,-77.27,0.0243,02/01/2012 - 04/30/2012,NA,NA,1.885,1.806,1.433,1.454,1.454,1.059,1.023,0.862,0.747
"RICHARDSON HAMMOCK, ST. JOSEPH BAY",8728949,29.69,-85.3633,0.0243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BARRON POINT, LITTLE SKOOKUM INLET ENT",9446742,47.1567,-123.008,0.0243,10/01/1988 - 10/31/1988,NA,NA,4.925,4.629,3.024,3.026,2.712,1.419,0.499,4.425,3.209
"DOVER, COCHECO RIVER",8420411,43.1983,-70.8683,0.0244,07/01/1998 - 08/31/1998,NA,NA,4.25,4.14,3.067,3.106,3.083,1.993,1.915,2.335,2.147
"BUZZARDS BAY (RR BRIDGE), CAPE COD CANAL",8447270,41.7417,-70.6167,0.0244,08/01/2000 - 09/30/2000,NA,NA,1.42,1.314,0.792,0.751,0.812,0.27,0.203,1.216,1.044
"VEPCO PLANT, CHESTER, JAMES RIVER",8638491,37.3833,-77.3783,0.0244,02/01/2012 - 04/30/2012,NA,NA,2.55,2.475,2.036,2.062,2.055,1.597,1.56,0.99,0.878
"COON POINT, ELLIOTT KEY",8723391,25.48,-80.1883,0.0244,07/01/1974 - 07/31/1974,NA,NA,1.168,1.148,0.927,0.916,0.921,0.706,0.674,0.494,0.441
"CHRISTMAS POINT, ELLIOTT KEY",8723457,25.3917,-80.23,0.0244,07/01/1974 - 07/31/1974,NA,NA,1.281,1.257,0.979,0.986,0.966,0.701,0.651,0.63,0.556
MAYO KEY,8724205,24.7333,-81.3617,0.0244,08/01/1974 - 08/31/1974,NA,NA,1.209,1.141,0.966,0.953,0.961,0.791,0.713,0.495,0.349
STOUTS PASS AT SIX MILE LAKE,8764025,29.7433,-91.23,0.0244,06/01/2006 - 12/31/2006,NA,NA,6.74,6.716,6.603,6.595,6.604,6.49,6.469,0.271,0.226
"SONOMA CREEK, WINGO",9415447,38.21,-122.427,0.0244,10/01/1979 - 10/31/1979,NA,NA,8.557,8.384,7.7,7.702,7.664,7.016,6.771,1.786,1.368
CRESCENT BAY,9443826,48.1617,-123.725,0.0245,10/01/1978 - 10/31/1978,NA,NA,3.432,3.252,2.596,2.566,2.356,1.94,1.281,2.151,1.311
ONSET BEACH T-12,8447277,41.7417,-70.6583,0.0246,08/01/1976 - 10/31/1976,NA,NA,1.833,1.724,1.19,1.126,1.211,0.656,0.589,1.244,1.068
"MULTNOMAH CHANNEL, COLUMBIA RIVER",9438125,45.8117,-122.827,0.0246,11/01/2003 - 11/30/2003,NA,NA,1.538,1.375,1.011,1.006,1.057,0.647,0.577,0.961,0.728
"FORT POINT, PENOBSCOT RIVER",8414721,44.4717,-68.8133,0.0247,05/01/1999 - 07/31/1999,NA,NA,9.222,9.101,7.518,7.535,7.523,5.935,5.825,3.397,3.166
COVE POINT,8577188,38.3917,-76.3983,0.0247,11/01/1983 - 11/30/1983,NA,NA,1.182,1.106,0.948,0.953,0.972,0.79,0.762,0.42,0.316
SOMBRERO KEY LIGHTHOUSE,8723999,24.6267,-81.1117,0.0247,04/01/1971 - 11/30/1971,NA,NA,1.056,0.98,0.736,0.739,0.743,0.491,0.431,0.625,0.489
LITTLE PINE KEY NORTH,8724177,24.75,-81.3283,0.0248,08/01/1974 - 08/31/1974,NA,NA,1.237,1.17,0.972,0.949,0.961,0.774,0.686,0.551,0.396
"VENICE, GRAND PASS",8760849,29.2733,-89.3517,0.0248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JORDAN POINT, JAMES RIVER",8638476,37.3133,-77.2233,0.0249,02/01/2012 - 04/30/2012,NA,NA,9.716,9.639,9.279,9.3,9.3,8.919,8.884,0.832,0.719
"ELLIOTT KEY HARBOR, ELLIOTT KEY",8723409,25.4533,-80.1967,0.0249,07/01/1974 - 07/31/1974,NA,NA,1.543,1.518,1.293,1.284,1.29,1.068,1.037,0.507,0.45
ASHEPOO RIVER AT 17,8665814,32.7433,-80.5567,0.0251,05/01/1981 - 10/31/1981,NA,NA,2.17,2.145,1.815,1.882,1.787,1.486,1.403,0.766,0.659
"RAGGED KEY NO. 5, BISCAYNE BAY",8723355,25.5233,-80.175,0.0251,08/01/1987 - 09/30/1987,NA,NA,1.505,1.504,1.271,1.266,1.25,1.038,0.994,0.511,0.467
"BOURNE BRIDGE, CAPE COD CANAL (STA. 320)",8447259,41.745,-70.5933,0.0252,06/20/2001 - 07/19/2001,NA,NA,2.58,2.461,1.806,1.83,1.825,1.152,1.069,1.512,1.309
BEACH HAVEN CREST (INSIDE),8534048,39.6133,-74.21,0.0253,08/01/1976 - 12/31/1976,NA,NA,4.851,4.768,4.493,4.502,4.526,4.218,4.201,0.65,0.551
"HALFMOON, COLONELS ISLAND, TIMMONS RIVER",8673381,31.695,-81.2717,0.0253,05/01/1977 - 05/31/1977,NA,NA,3.307,3.196,2.075,2.223,2.096,0.954,0.885,2.423,2.241
SOUTH LEMON BAY,8725691,26.8717,-82.3133,0.0253,09/01/1977 - 12/31/1977,NA,NA,1.219,1.142,0.998,1.005,0.978,0.854,0.737,0.482,0.288
"WHITE BEACH, EAST BAY",8728694,29.785,-84.8983,0.0254,10/01/1978 - 12/31/1978,NA,NA,1.477,1.433,1.239,1.217,1.177,1.046,0.876,0.602,0.386
"SCOTLAND, JAMES RIVER",8638433,37.185,-76.7833,0.0256,07/01/2003 - 08/31/2003,NA,NA,3.09,3.031,2.733,2.735,2.737,2.435,2.384,0.706,0.597
DUCK KEY POINT,8724474,24.6233,-81.685,0.0257,09/01/1974 - 10/31/1974,NA,NA,1.632,1.554,1.315,1.295,1.319,1.075,1.006,0.626,0.479
PETER'S DITCH,8653951,35.350139,-75.512028,0.0258,05/01/2012 - 07/31/2012,NA,NA,9.094,9.066,9,8.999,9.002,8.934,8.909,0.185,0.132
OCRACOKE ISLAND,8654792,35.115,-75.9883,0.0258,03/07/1980 - 04/23/1980,NA,NA,1.262,1.224,1.073,1.063,1.083,0.923,0.904,0.359,0.302
"NETARTS, NETARTS BAY",9437262,45.43,-123.945,0.0258,09/01/1979 - 11/30/1979,NA,NA,3.059,2.826,2.06,2.08,2.014,1.294,0.97,2.09,1.531
SIMILAR SOUND,8724422,24.6,-81.6217,0.0259,04/01/1974 - 05/31/1974,NA,NA,0.732,0.663,0.586,0.593,0.614,0.509,0.495,0.237,0.153
WALTZ KEY,8724448,24.6467,-81.6533,0.0259,01/01/1975 - 01/31/1975,NA,NA,1.979,1.892,1.688,1.692,1.699,1.484,1.419,0.56,0.408
"GOLD STREET BRIDGE, ALVISO SLOUGH",9414551,37.4233,-121.975,0.0259,01/01/1976 - 03/31/1976,NA,NA,3.746,3.572,2.41,2.434,2.331,1.249,0.917,2.829,2.323
"BILLY'S POINT, ELLIOTT KEY",8723439,25.415,-80.21,0.026,07/01/1974 - 07/31/1974,NA,NA,1.482,1.457,1.235,1.224,1.232,1.013,0.982,0.501,0.444
HORESHOE KEYS,8724139,24.7667,-81.2833,0.026,06/01/1974 - 06/30/1974,NA,NA,0.811,0.747,0.585,0.565,0.58,0.423,0.349,0.463,0.324
MEXICO BEACH,8728995,29.9483,-85.425,0.0261,12/01/1982 - 03/31/1983,NA,NA,1.526,1.495,1.271,1.264,1.27,1.047,1.014,0.512,0.448
TOLEDO,9435362,44.6167,-123.937,0.0261,11/01/1982 - 11/30/1982,NA,NA,3.31,3.103,2.055,2.051,1.965,1.008,0.62,2.69,2.095
"SOUTH HARTFORD, CONNECTICUT RIVER",8464418,41.755,-72.6583,0.0262,06/01/1988 - 09/30/1988,NA,NA,1.595,1.517,1.223,1.25,1.246,0.928,0.896,0.699,0.59
KEY BISCAYNE YACHT CLUB,8723232,25.6983,-80.17,0.0262,06/01/1993 - 08/31/1993,NA,NA,1.917,1.905,1.605,1.603,1.59,1.304,1.263,0.654,0.602
"O'HARA KEY, NORTH POINT",8724441,24.6167,-81.645,0.0262,01/01/1975 - 01/31/1975,NA,NA,1.43,1.351,1.143,1.122,1.153,0.935,0.876,0.554,0.417
